MID	state	page	role	content	ps	book
263	63	133	舍	出去! 出去! 走! 你過還想要管我?	NULL	邱罔舍第一部
264	64	134	叔	著啊, 蒙的所講真著啊! 阮三房蔭伊中H, 你會相怪得伊講?	NULL	邱罔舍第一部
265	64	134	嬸	啊! 實正都講啊! 叫你過再娶五荍A都不!	NULL	邱罔舍第一部
266	64	134	叔	hi hi, 嘿我不敢, 干單娶你五荋N著乎你鬧到天地要柄過去! 我還敢過娶五? Bue7 用的, bue7 用的!	NULL	邱罔舍第一部
267	64	134	嬸	以後我不過再鬧啊啦, 你好心咧! 過娶五?	NULL	邱罔舍第一部
268	64	134	叔	我講 bue7 用的, 就是 bue7 用的! 我已經驚到破膽呀. 我乎你鬧十幾年, 都的食 bue7 消啊! 過娶二個來吵, 較贅條性命麼沒到死.	NULL	邱罔舍第一部
269	64	134	嬸	好心咧啦, 你若不肯娶, 我會乎蒙的氣死去!	NULL	邱罔舍第一部
270	64	134	叔	這個大誌, 我正想看吧咧; 好, 妳起來.	NULL	邱罔舍第一部
271	64	134	嬸	你著有影嘿......	NULL	邱罔舍第一部
272	65	135	雀	賣雞卵啦! 要買雞卵麼?	NULL	邱罔舍第一部
273	65	135	雀	ㄝ! 賣雞卵也! 要買麼? ㄝ! 雞卵ㄝ, 要買麼?	NULL	邱罔舍第一部
274	65	135	學	安怎賣?	NULL	邱罔舍第一部
275	65	135	雀	五茪G分錢.	NULL	邱罔舍第一部
276	65	135	學	嚇, 彼貴?	NULL	邱罔舍第一部
277	65	135	雀	bue7 貴啦! 你愛幾粒?	NULL	邱罔舍第一部
278	65	135	先	實在無貴, 會用得買的, 不過查某囝仔我問你, 雞卵是雞生的? 抑是雞是雞卵生的, 你若講會著, 我攏買!	NULL	邱罔舍第一部
279	65	136	雀	請你不要 (mai2) 講笑, 買抑不買?	NULL	邱罔舍第一部
280	65	136	學	先進, 你真愛講笑, 這你家己去解答著好啦!......嘻嘻嘻! 查某囝仔, 我極隨便, 你若肯, 我就買!	NULL	邱罔舍第一部
281	65	136	雀	啥貨?	NULL	邱罔舍第一部
282	65	136	學	哈哈哈! 你吻笑中U, 就買.	NULL	邱罔舍第一部
283	65	136	雀	我是賣雞卵, 不是賣笑, 走較邊仔去.	NULL	邱罔舍第一部
284	65	136	先	你這兒(真)赤! ㄝ, ㄝ, ㄝ, 給你買!	NULL	邱罔舍第一部
285	65	136	雀	不賣啊啦!	NULL	邱罔舍第一部
286	65	136	先	豈有此理, 賣物件的人, 人要買煞不賣啦!	NULL	邱罔舍第一部
287	65	136	雀	不賣就是不賣! 我 bue7 用得主意?	NULL	邱罔舍第一部
288	65	137	舍	怎麼啦? 你的臉?	NULL	邱罔舍第一部
289	65	137	學	嘩! 你看咧, 彼個查某囝仔正厲害; 講提雞卵給人擲啦!	NULL	邱罔舍第一部
290	65	137	舍	你成無路用, 堂堂的男子漢, 驚到五茯d某囝仔? 若是我囉, 我要叫伊安呢伊就安呢, 就是叫伊給我穿褲, 伊麼著給我穿...	NULL	邱罔舍第一部
291	65	137	學	講憨話, 你這膨風龜, 你也有彼大的本領? 嘿我真不相信!	NULL	邱罔舍第一部
292	65	137	舍	不信就煞!	NULL	邱罔舍第一部
293	65	137	先	你講大話, 你若有彼大的本領, 你著做給阮看吧咧, 若無你就是狗生的!	NULL	邱罔舍第一部
294	65	137	舍	伊若是肯給我穿褲抑你要安怎?	NULL	邱罔舍第一部
295	65	137	先	阮若是輸你, 雞卵錢攏阮出過再請你亢鈰s; 你若是輸我們要安怎?	NULL	邱罔舍第一部
296	65	138	舍	同款麼, 我請您 (lin2), 雞卵錢我家己出.	NULL	邱罔舍第一部
297	65	138	學	好會用的, 講安呢著式安呢, 做君子尹布骨w!	NULL	邱罔舍第一部
298	65	138	舍	若安呢你們追我來......	NULL	邱罔舍第一部
299	66	138	叔	我突正來找你.	NULL	邱罔舍第一部
300	66	138	舍	請到轉來坐, 阿叔.	NULL	邱罔舍第一部
301	66	138	叔	我今不坐啊, 正無榮, 媒人沖沖滾, 我給你講......	NULL	邱罔舍第一部
302	68	139	舍	來來...您滯這看, 不過, bue7 用得出頭露面, 查某囝仔驚見笑, 若乎伊看見就算無效.	NULL	邱罔舍第一部
303	68	139	先	會用的, 免加講話, 你趕緊去變來看吧咧!	NULL	邱罔舍第一部
304	69	140	舍	喂, 你去叫彼的賣雞卵的查某囝仔來, 講我要買雞卵, 你出去大門抵 (ti7) 左邊小街路去, 就找會著.	NULL	邱罔舍第一部
305	70	140	先	看伊有賴大的本領叫伊穿褲! 哈哈哈!	NULL	邱罔舍第一部
306	70	140	學	賣雞卵都不肯, 抑煞肯替人穿褲? 伊不抵膨風飽滾, 放 bue7 出來, 拍腳唱!	NULL	邱罔舍第一部
307	70	141	先	來啊, 看看!	NULL	邱罔舍第一部
308	73	142	舍	你的雞卵安怎賣?	NULL	邱罔舍第一部
309	73	142	雀	仆氻G文錢.	NULL	邱罔舍第一部
310	73	142	舍	好, 給您買五十個, 你給算吧, 阿容你去提五衲ㄢf仔來底雞卵.	NULL	邱罔舍第一部
311	73	142	容	乎! 好.	NULL	邱罔舍第一部
312	73	142	舍	你的雞卵攏有青呵?	NULL	邱罔舍第一部
313	73	142	雀	有, 攏真青.	NULL	邱罔舍第一部
314	73	142	舍	阮這兒 (tsia1) 你還不曾來過呵.	NULL	邱罔舍第一部
315	73	142	雀	不曾, 你們這大門樓, 我那敢入來?	NULL	邱罔舍第一部
316	74	143	先	喂! 雖然沒聽見伊直底講啥貨, 看著那準有意思的款式噢!	NULL	邱罔舍第一部
317	74	143	學	無驚啦, 未曾未著底先驚便!	NULL	邱罔舍第一部
318	75	143	舍	阿容, 阿容! 噯佣人煞等到今還未出來, 沒, 你先算......	NULL	邱罔舍第一部
319	75	144	雀	要 [dd] 滯 to7 位?	NULL	邱罔舍第一部
320	75	144	舍	無! 攏 [dd] 滯這兒 (tsia1).	NULL	邱罔舍第一部
321	78	145	雀	四十? 四十二, 四十三.	NULL	邱罔舍第一部
322	78	145	舍	四十? 四十二, 四十三.	NULL	邱罔舍第一部
323	80	146	雀	五十, 丹五十粒.	NULL	邱罔舍第一部
324	80	146	舍	五十, 著, 攏總五十粒, 合起來賴贅錢?	NULL	邱罔舍第一部
325	80	146	雀	攏總敢不是丹吨?	NULL	邱罔舍第一部
326	80	146	舍	啊著若我提入來去, 煞提錢來給你, 你請等咧......	NULL	邱罔舍第一部
327	80	146	雀	好, 好!	NULL	邱罔舍第一部
328	80	146	舍	快緊咧, 我的褲給我攏起來, 若無我手若放落去, 雞卵攏會破去咧!	NULL	邱罔舍第一部
329	83	149	舍	是安怎呢? 不當哭, 這都是我的不著, 請原諒我.	NULL	邱罔舍第一部
330	83	149	舍	呢, 我給你講, 這兒錢你帶轉去, 不當哭啊嘿!	NULL	邱罔舍第一部
331	83	149	雀	阮散罔散, 沒人愛你的臭錢!	NULL	邱罔舍第一部
332	85	150	粉	喜雀噢! 要去麼?	NULL	邱罔舍第一部
333	85	150	雀聲	喔, 來囉!	NULL	邱罔舍第一部
334	85	150	雀	你們彼好早啊! 等咧我就來.	NULL	邱罔舍第一部
335	86	151	父	你安怎不賣雞卵, 要去拾柴, 拾柴真艱苦啊?	NULL	邱罔舍第一部
336	86	151	雀	阿爸, 雞卵勿愛賣啊啦, 還是流汗來食的飯較好食, 賣雞卵的大誌不要過再講啊......	NULL	邱罔舍第一部
337	86	151	父	唉! 自你母親過孕H後, 就給你成艱苦......	NULL	邱罔舍第一部
338	86	151	雀	阿爸, 我刈I仔麼無艱苦呢, 顛倒是阿爸較艱苦, 冥日都為著欠人的錢直底操心八把, 你不當過勞嘿! 我要來去囉!	NULL	邱罔舍第一部
339	87	152	雀	好啊! 來去, 還要夠招啥人?	NULL	邱罔舍第一部
340	88	153	招弟	今年正月十五日去看邱罔舍放炮, 嘻嘻.	NULL	邱罔舍第一部
341	88	153	阿煮	不是碰的, 是囌的, 哈哈哈	NULL	邱罔舍第一部
342	88	153	阿粉	你們攏有去看是麼?	NULL	邱罔舍第一部
343	88	153	枝	喂, 彼陣查某囝仔大家都成水.	NULL	邱罔舍第一部
344	88	153	牛	彼內底有五茈s喜雀的尚水.	NULL	邱罔舍第一部
345	88	153	枝	呵啊這個成赤噢, 足赤的啦了, ㄝ, 我們來唱歌來給 in7 戲弄!	NULL	邱罔舍第一部
346	88	153	枝	誰先唱.	NULL	邱罔舍第一部
347	88	153	大家	你先講, 你先唱 [bb] !	NULL	邱罔舍第一部
348	88	153	枝	好, 我先唱, 你們也著愛唱噢......	NULL	邱罔舍第一部
349	88	154	(歌)	神仙下凡在山頂, 山頂姑娘敢是仙, 不知犯著啥大誌啊, 也來拾柴真可憐.	NULL	邱罔舍第一部
350	88	154	招弟	咦, 您聽看吧咧, in7 唱歌直底講咱們, 我們也唱歌來給回他呀!	NULL	邱罔舍第一部
351	88	154	阿粉	招弟ㄝ, 妳先唱.	NULL	邱罔舍第一部
352	88	154	阿粉	你先開嘴, 你著先唱 [bb] !	NULL	邱罔舍第一部
353	88	154	招弟	先開嘴的先輸, 真正有影......好, 我唱歌......	NULL	邱罔舍第一部
354	88	154	(歌)	天頂哪有元s白鴒斯, 田底哪有什}黑蟾蜍,	NULL	邱罔舍第一部
355	88	155	NULL	要吃不做干單唱, 唱歌褒阮是要 [gg].	NULL	邱罔舍第一部
356	88	155	阿牛	喂喂, 他安怎講咱們是蟾蜍啊?	NULL	邱罔舍第一部
357	88	155	阿枝	你不知囉, 咱們搜草跪安呢說像蟾蜍.	NULL	邱罔舍第一部
358	88	155	阿牛	好, 我也來仃?	NULL	邱罔舍第一部
359	88	155	(歌)	阮是牛郎你織女, 自早姻緣註在天, 您若有意合阮好, 落山來提就有錢.	NULL	邱罔舍第一部
360	88	156	(歌)	唱歌褒好無大誌, 不當唱歌相交纏, 牛郎做牛做你做, 牛哥不配白鴒絲.	NULL	邱罔舍第一部
361	88	156	木	有聽見麼? 講牛哥不配白鴒絲, 哈......哈......哈!	NULL	邱罔舍第一部
362	88	156	(歌)	不愛牛郎是你命, 不當濫撒去找兄, 桃仔粉紅著好吃,	NULL	邱罔舍第一部
363	88	157	(歌)	不食滴落枉死城.	NULL	邱罔舍第一部
364	88	157	粉	他們罵我們來了.	NULL	邱罔舍第一部
365	88	157	雀	你們都愛唱歌, 正會惹大誌來啦, in7 敢罵我們, 我們來找 in7 輸贏.	NULL	邱罔舍第一部
366	88	158	阿枝等人	頭的 (e3), 你那會來這兒, 唏唏唏.	NULL	邱罔舍第一部
367	88	158	舍	你們是安怎? 歸面, 歸身都是土.	NULL	邱罔舍第一部
368	88	158	舍	你們是來搜草抑是來玩 (sng2) 的? 看咧, 田底的稻子都踏死了了啦!	NULL	邱罔舍第一部
369	88	158	枝	頭的! 你不知影, 阮攏去做趙匡胤打桃園的呃!	NULL	邱罔舍第一部
370	88	158	舍	乎! 您癟會打桃園, 莫怪您正會乎娘子軍拍到倒籬顛斗! 你的確是去戲弄伊, 無那會安呢!	NULL	邱罔舍第一部
371	88	158	牛	無呢, 頭的! 你不知影in7 像生蕃仔足猛的啦!	NULL	邱罔舍第一部
372	88	158	舍	白賊! 的確是您真歹, 若無伊彼兒的大家都上蓋乖, 若是我囉, 嚶 [hh] 我叫 in7 乎我 [ii] (吻), 伊大家麼肯乎我 [ii].	NULL	邱罔舍第一部
373	88	158	牛	哈哈哈, 啥貨? 頭的你今是講真的抑是講假的, 啥貨仔你叫 in7 乎您 [ii] 伊也肯乎你 [ii] ? 哈哈哈	NULL	邱罔舍第一部
374	88	159	枝, 木	阮攏無愛信! 哈哈哈!	NULL	邱罔舍第一部
375	88	159	舍	你笑啥貨? 你想我無知調做是麼?	NULL	邱罔舍第一部
376	88	159	牛	著! 就是笑你無知調做! 你若有知調, 叫伊乎你 [ii], 我給你做這二十工的工錢攏無愛提啦! 哈哈哈!	NULL	邱罔舍第一部
377	88	159	舍	有影呵! 工錢攏不提? 不當反悔嘿!	NULL	邱罔舍第一部
378	88	159	農夫	bue7 啦, 到 (ka1) 彼病, 著反悔. 抑若是不肯乎你 [ii] 呢?	NULL	邱罔舍第一部
379	88	159	舍	工錢壓十倍乎您.	NULL	邱罔舍第一部
380	88	159	農夫	好, 您若安呢藏滯這看, bue7 容得說笑, 愛匿的看正會用的! 知影啊呵!	NULL	邱罔舍第一部
381	88	159	農夫	好! 匿的看就匿的看.	NULL	邱罔舍第一部
382	88	160	牛	in7 來啊! 看咧!	NULL	邱罔舍第一部
383	88	160	舍	您大家且等這中U......	NULL	邱罔舍第一部
384	88	161	枝	喂喂! 看吧咧, 戲直(ti7 e7) 要做啊噢!	NULL	邱罔舍第一部
385	88	161	粉	你擋阻滯這兒創啥貨?	NULL	邱罔舍第一部
386	88	161	舍	有大誌, 我要問您, 您班怎柴不拾, 走去阮的柑仔園偷食柑仔?	NULL	邱罔舍第一部
387	88	161	招弟	你這個人那會要濫撒講, 阮連你的柑仔園置 to7 麼不知影, 那會偷食您的柑仔?	NULL	邱罔舍第一部
388	88	161	舍	不過顧柑仔的人, 講是您去偷挽柑仔, 我本來無愛信, 繞疑是 in7 偷挽阮的柑仔煞誣賴您, 所以我專工要來查看吧咧!	NULL	邱罔舍第一部
389	88	161	粉	你要安怎查? 阮啊沒偷食您的物件, 驚你查!	NULL	邱罔舍第一部
390	88	161	舍	ㄝㄝ, 請 lin7 不當誤會, 我是驚您受冤枉正要來查的呢! 不是要誣賴您,	NULL	邱罔舍第一部
391	88	162	舍	請您不當受氣!	NULL	邱罔舍第一部
392	88	162	粉	你要查就查, 看你安怎查?	NULL	邱罔舍第一部
393	88	162	舍	嗯忍講 lin7 是突正去挽的, 我看您有偷藏柑仔麼? 嘴有柑仔味也麼? 若無就是冤枉, 我就不放用人煞! 安呢知影呵?	NULL	邱罔舍第一部
394	88	162	招弟	若是查無的時瞬, 呃你要安怎?	NULL	邱罔舍第一部
395	88	162	舍	若是無......誧? 我每五茪H賠您介?(e5) 銀做給您抵罪!	NULL	邱罔舍第一部
396	88	162	阿香	噯喲! 介蘉s銀! 有影是麼? 好! 給你查! 阿香, 阿快等喜形於色, 阿粉, 招弟也沒反對, 獨喜雀低頭氣得不說話!	NULL	邱罔舍第一部
397	88	162	舍	好好, 安呢你大家排著 (tso2) 丹C, 乎我看柴也合乎我鼻鼻咧, 若是無啥貨, 我就給您介蘄?	NULL	邱罔舍第一部
398	88	162	舍	好啊, 你無!	NULL	邱罔舍第一部
399	88	163	阿木	唉! 唉! 害啊! 我們輸啊!	NULL	邱罔舍第一部
400	88	163	牛	唉! 死啊, 當時這兒的查某囝仔這 bue7 見笑; 若是我的查某囝仔隨個 (e5) 都隴著拍拍死.	NULL	邱罔舍第一部
401	88	163	木	喂! 我們輸啊嘿喲! 拍算著溜旋較妥當, 若無輸去二十日工錢還無要緊, 也真見笑, 也著做今仔日的苦工, 三十六計走為上策.	NULL	邱罔舍第一部
402	88	164	雀	有沒?	NULL	邱罔舍第一部
403	88	164	舍	無! 無! 實在攏無!	NULL	邱罔舍第一部
404	88	164	雀	無呵!	NULL	邱罔舍第一部
405	88	164	雀	我用錢乎你 bue7 買的, 不要你的臭錢!	NULL	邱罔舍第一部
406	89	166	聲(許)	你不時麼講要還, 要還, 講了幾十遍啊, 這滿 bue7 用的, 你想安怎? 十兩銀不是小可仔錢呢, 限你到年底要還, 若無......	NULL	邱罔舍第一部
407	89	166	聲(父)	到年底只有三日......	NULL	邱罔舍第一部
408	89	166	聲(許)	無管你! 後日我要過再來!	NULL	邱罔舍第一部
409	90	166	許	你這個老龜精,不時講梟哨(hau7 siau5),我給你講限你三日愛還, 若無啊......	NULL	邱罔舍第一部
410	90	166	許	掠這個查某囝仔來做準算.	NULL	邱罔舍第一部
411	90	166	許	會記得嗚! 這若無款便, 我的確掠你這個查某囝仔去.	NULL	邱罔舍第一部
412	90	166	雀	你掠我, 我拍死你! 阿爸我們搬走來去別位仔! 咱們正乎伊找 bue7 著.	NULL	邱罔舍第一部
413	90	166	父	咳! 憨查某囝仔, 那會當彼隨便哩?!	NULL	邱罔舍第一部
414	92	168	雀	你來要創啥貨?	NULL	邱罔舍第一部
415	92	168	舍	我要......我要......	NULL	邱罔舍第一部
416	92	168	舍	我, 我, 要, 要, 要彼ㄝ大的......	NULL	邱罔舍第一部
417	92	168	舍	老阿伯啊! 你是這兒的頭家是麼?	NULL	邱罔舍第一部
418	92	168	父	是啦......	NULL	邱罔舍第一部
419	92	168	舍	我要仍L上蓋大的彼個......彼個號做啥貨?	NULL	邱罔舍第一部
420	92	168	父	彼? 彼是大士.	NULL	邱罔舍第一部
421	92	169	舍	是是, 是大士, 我愛上大的大士.	NULL	邱罔舍第一部
422	92	169	父	乎! 你愛做啥麼用的?	NULL	邱罔舍第一部
423	92	169	舍	我要用ㄝ, 要愛中V外高, 限三日愛給我做起來, 做會起來抑 bue7?	NULL	邱罔舍第一部
424	92	169	舍	ei5, 我較贅錢給你, 你趕看會來 bue7? 好不好? 我給你十二兩銀......	NULL	邱罔舍第一部
425	92	169	父	你給我彼贅錢要創啥? 丰P大士麼不免半兩銀, 你今t給我十二兩銀?	NULL	邱罔舍第一部
426	92	169	舍	你不知影, 這是我的終身大事, 你若會給我趕出來, 十二兩銀我還想無貴!	NULL	邱罔舍第一部
427	92	169	雀	你定錢呢?	NULL	邱罔舍第一部
428	92	169	舍	不但定錢, 你若是肯, 錢我就代先給你!	NULL	邱罔舍第一部
429	92	170	舍	啦啦啦, 我這兒有仃i十兩銀的銀單, 另外二兩現銀, 我交給你, 安呢好麼?	NULL	邱罔舍第一部
430	92	170	父	我無底繞疑錢的大誌, 干單想 bue7 出你做這創啥貨?	NULL	邱罔舍第一部
431	92	170	舍	這請你不免問了, 這是我的大事, 你若這個給我趕會出來, 這項物件就是我的寶貝.	NULL	邱罔舍第一部
432	92	170	父	好! 給你做, 但是......錢太贅, 我不敢給你收.	NULL	邱罔舍第一部
433	92	170	舍	bue7 用的, 你愛收正好, 若無我 bue7 放心哩! 你若無照期限給我做好, 我就害啊, 你不要誤我大事, 你若誤我, 我就找你!	NULL	邱罔舍第一部
434	92	170	舍	會記得乎, 三日內要給我做乎好! 我真無榮, 我要來去啊!	NULL	邱罔舍第一部
435	92	170	父	喜雀, 這敢不是眠夢呵?	NULL	邱罔舍第一部
436	92	171	雀	不是啦, 不是眠夢.	NULL	邱罔舍第一部
437	92	171	父	天腳下若有這稀奇的大誌?	NULL	邱罔舍第一部
438	92	171	雀	是啊! 扒§`常有乎咱們想不出來的大誌!	NULL	邱罔舍第一部
439	92	171	父	咱們想不出來的大誌都是神明的做!	NULL	邱罔舍第一部
440	94	172	雀	阿爸你講驚三日做 bue7 起來, 你看咧咱們二日就做要好啊!	NULL	邱罔舍第一部
441	94	172	父	[ff] ! 真是天不絕人路!	NULL	邱罔舍第一部
442	94	172	雀	唉呀! 害呀直要落雨啊呢! 要安怎?	NULL	邱罔舍第一部
443	96	173	父	就是落雨, 冬天的雨也落 bue7 大啦!	NULL	邱罔舍第一部
444	96	173	雀	害啊, 真正落雨啊呢? 來來, 來收入來!	NULL	邱罔舍第一部
445	96	173	父	這麼大的大士要將 [dd] 會落去?	NULL	邱罔舍第一部
446	96	174	父	咳! 真是天有不測風雲, 人有旦夕禍福.	NULL	邱罔舍第一部
447	97	174	鄰居甲	大士都攏做好啊! 訂做的人那也未來?......	NULL	邱罔舍第一部
448	97	174	父	哩, 講是昨日 (tsang5) 就要愛, 不知安怎到今日也未來!	NULL	邱罔舍第一部
449	97	174	鄰居乙	彼哩大的大士, 是啥人要愛的, 是要創啥?	NULL	邱罔舍第一部
450	97	174	父	是邱少爺要愛的, 不知要創啥貨?	NULL	邱罔舍第一部
451	97	174	鄰居丙	邱罔舍是極愛變景創治人, 您敢是去乎變去較有影.	NULL	邱罔舍第一部
452	97	175	鄰居甲	彼就無可定噢! 也沒聽見伊厝裡有死人, 也沒聽見這庄有啥大誌, 愛這大士要做啥貨仔路用?	NULL	邱罔舍第一部
453	97	175	鄰居乙	伊歸年透天直的蒙, 連 in7 阿伯麼險險著給伊蒙死, 伊做的那有好大誌?	NULL	邱罔舍第一部
454	97	175	鄰居丙	是啦! 阿彬司, 我想你不如給燒掉去較好......過年日, 大家底要圍爐啊! 啊您要 (iau7) 底顧這個?	NULL	邱罔舍第一部
455	97	175	父	喜雀, 你去備辦圍爐啦......	NULL	邱罔舍第一部
456	99	176	父	我來去邱少爺伊看吧咧, 到底是安怎? 妳滯這兒看中U.	NULL	邱罔舍第一部
457	99	177	父	阿雀! 拍算咱們有影去乎人騙咿啊, in7 厝的人講, 沒轉去過年, 也不知影是安怎做大士! 隔壁講的話大概無不著.	NULL	邱罔舍第一部
458	99	177	雀	伊騙我們要創啥? 我們十兩銀單也兌現, 錢也還人去啊, 這大士也不是著愛賴贅錢, 就是乎伊騙去麼無啥貨滯咧!	NULL	邱罔舍第一部
459	99	177	父	不過......伊講 bue7 用得耽誤伊, 這句話是不是有啥貨仔計策置內底?	NULL	邱罔舍第一部
460	99	177	雀	過等看咧, 伊若是騙咱們, 干單也是騙咱們收伊的錢爾耳, 不敢還有啥貨?	NULL	邱罔舍第一部
461	99	178	雀	阿爸你腹肚敢 bue7 夭? 咱們先來吃飯好麼.	NULL	邱罔舍第一部
462	99	178	父	彼 bue7 用的, 這個大士甲沒發落, 要將會圍爐哩?	NULL	邱罔舍第一部
463	99	178	父	咱們過等中U啊, 伊若正實沒來, 我們正來燒大士, 燒了後正來圍爐啦......	NULL	邱罔舍第一部
464	99	178	鄰婦甲	阿杰仔, 快入來! 不當出來比兒有啥貨會驚人, 哀噢! 入來!	NULL	邱罔舍第一部
