UID	role	content	issuePageLine	book
380	NULL	住在新起街、真出名的酒鬼號做某某、	2-34-1	語苑五
381	NULL	此初十暗猶原是食酒食到顛顛倒倒、去艋舺鬧鬧、	2-34-2	語苑五
382	NULL	伊想不知有甚麼好空無、四界趖來趖去在當等的時、	2-34-3	語苑五
383	NULL	適適有一個不相識的人號做某某來、與伊相挨過、	2-34-4	語苑五
384	NULL	彼個酒鬼就吱吱笑即想、此個敢能挾得、	2-34-5	語苑五
385	NULL	就如此假熟議與伊倚去講、唉、咱大家來去婊間cchit迌好否、	2-34-6	語苑五
386	NULL	未曾未就講此號話、	2-34-7	語苑五
387	NULL	伸手牽伊的手、彼個某某想了真奇、恬恬[扌拿]伊的手、	2-34-8	語苑五
388	NULL	不與伊插精、就彼個酒鬼想去得訣、	2-34-9	語苑五
389	NULL	乘彼個勢起事與伊冤家、就如此抖胸仔即罵伊講、	2-35-1	語苑五
390	NULL	姦您娘、汝一個小子、激屎亦著有一個欵、	2-35-2	語苑五
391	NULL	我好意要招汝去cchit迌、使您娘、汝一個真可惡、	2-35-3	語苑五
392	NULL	一句都不應我、汝是真不識人、我是甚麼人汝知否、	2-35-4	語苑五
393	NULL	在此艋舺的鱸鰻頭、脚數有四五十個、	2-35-5	語苑五
394	NULL	汝若是講東講西就連性命都無[口荷]、皮著拚到緊咧、	2-35-6	語苑五
395	NULL	講如此展威展勢、推伊二三次、某某真驚、	2-35-7	語苑五
396	NULL	想、若是濫糝抵手被伊打著傷亦無偏頭、	2-35-8	語苑五
397	NULL	就如此任伊蹧躂、若是能得走就串對伊的拳頭母脚要走的時、	2-35-9	語苑五
398	NULL	真幸哉、真適好警官來、	2-35-10	語苑五
399	NULL	某某真歡喜、不止有勢面即彼個一伍一什投伊、	2-35-11	語苑五
400	NULL	警察官即扭伊去派出所、元來此個酒鬼是真歹物	2-35-12	語苑五
401	NULL	被警官說諭幾那次、所以此次是被伊罰居留五工穡。	2-36-1	語苑五
402	NULL	何んごも御話になりません	2-36	語苑五
403	NULL	在早有所在、有二個兄弟仔、大兄是不止狡怪小弟是痴呆、	2-36-3	語苑五
404	NULL	有一日彼二個兄弟仔參商要激酒的事情、	2-36-4	語苑五
405	NULL	小弟就問大兄講、大家公家要激酒的時候、	2-36-5	語苑五
406	NULL	汝是要出甚貨、尚我著愛出甚貨、	2-36-6	語苑五
407	NULL	大兄就應伊講、汝著出來、我要出水小弟是戆戆攏不知天地、	2-36-7	語苑五
408	NULL	想一時仔即講、像如此生來激酒、	2-37-1	語苑五
409	NULL	酒若激好的時候、要怎樣分、彼亦著講定著較好、	2-37-2	語苑五
410	NULL	伊的大兄就講、彼是免問亦知知的事	2-37-3	語苑五
411	NULL	我是出水所以水是應該我得的、其餘剩的是汝的額、	2-37-4	語苑五
412	NULL	伊的小弟 [亻敢][亻敢]講是如此、我沒曉得即有問汝的、	2-37-5	語苑五
413	NULL	聽汝講如此今我能曉得、如此不止公道、	2-37-6	語苑五
414	NULL	彼時在邊仔有聽見的人、有聽見此號話、	2-37-7	語苑五
415	NULL	呆一下續無話可講、各個在相對相而已。	2-37-8	語苑五
416	NULL	貪心的囝仔	2-37	語苑五
417	NULL	前年臺南檨仔林街有一個囝仔、號做林濶嘴	2-37-9	語苑五
418	NULL	每日都尋{伊心}老父討糕仔餅去食、有一日{伊心}老父無在得、	2-38-1	語苑五
419	NULL	伊是愛食到擋沒住、自己四界尋糕仔餅矸、	2-38-2	語苑五
420	NULL	看藏在何位、一直尋到路尾即尋著、	2-38-3	語苑五
421	NULL	彼時伊心肝內大歡喜、就將手穿入去矸仔內、	2-38-4	語苑五
422	NULL	全握將要握起來、講「今如此好」隨時手要拔起來不拘拔沒得出、	2-38-5	語苑五
423	NULL	沒得出來是沒得出來、	2-38-6	語苑五
424	NULL	伊在手裡所握的糕仔餅一點仔都不甘放棄、	2-38-7	語苑五
425	NULL	一枝手強強要拔出來、更較怎樣都沒得出來遂大聲哭、	2-38-8	語苑五
426	NULL	{伊心}老母聽見哮的聲即去看、與伊的囝仔講、	2-38-9	語苑五
427	NULL	「戆囝仔」汝握著一半就好、囝仔是照伊的老母所講如此、	2-38-10	語苑五
428	NULL	手正實一下就拔出來。（不論甚麼人、	2-38-11	語苑五
429	NULL	應該不可傷貪心）。	2-38-12	語苑五
430	NULL	比喻語ﾉ應用	2-39	語苑五
431	NULL	我的拙內少我僅僅九歲而已咯、明治三十七年中從鄉里娶過來的。	2-39-1	語苑五
432	NULL	彼當時被本地人嘲笑在講、老牛食幼萱此句比喻的意思真通、	2-39-3	語苑五
433	NULL	又更有趣味、却是我心內真得意咯、	2-39-4	語苑五
434	NULL	因為在本地人中等以上的後生若要娶大妻、	2-39-5	語苑五
435	NULL	加本身二三歲的婦人人的欵。	2-39-6	語苑五
436	NULL	為著鬥辨內面的世事給伊主裁的起見咯、	2-39-7	語苑五
437	NULL	將娶伊的時彼頭的世家底與女德好呆探到真驗、	2-39-8	語苑五
438	NULL	容貌的美醜都是第二咯。	2-39-9	語苑五
439	NULL	若要美欲要欲食幼萱的時、不論世家底女德東西任意開多錢娶細姨咯、	2-39-10	語苑五
440	NULL	論本地風俗有大妻細姨的分別就是、	2-40-1	語苑五
441	NULL	此號彼我風俗的爭差即所想的意思亦有異樣咯、	2-40-2	語苑五
442	NULL	看見咱語苑的川合主幹的太太與安井顧問的尊夫人亦在不止嫩、	2-40-3	語苑五
443	NULL	我即敢講您二位亦是比我較老牛食幼萱咯。	2-40-4	語苑五
444	NULL	噯喲、加講閑話咯、若得失著貴意不過寬容都是嘮。	2-40-6	語苑五
445	NULL	適即返來的、此候閑咯、	2-500-1	語苑五
446	NULL	隨時擔來焚、請等候一絲仔。	2-500-2	語苑五
447	NULL	好、著較緊咧。	2-500-3	語苑五
448	NULL	好好、我脫赤腳即來去擔。	2-500-4	語苑五
449	NULL	噯、此個柴不知怎樣、焚攏沒燃。	2-500-5	語苑五
450	NULL	彼個柴、汝疊在外口、	2-500-7	語苑五
451	NULL	昨昏下晡雨來亦不與伊收起來、	2-500-8	語苑五
452	NULL	據在伊沃、較加嗎著沒燃。	2-501-1	語苑五
453	NULL	彼有影、我沒記得收。	2-501-2	語苑五
454	NULL	後次著較細膩咧、今仔日無要緊、	2-501-3	語苑五
455	NULL	焚火炭緊焚。	2-501-4	語苑五
456	NULL	好、隨時焚。	2-501-5	語苑五
457	NULL	被雨沃[氵昝]的柴、著夯出去外口曝乾、	2-501-6	語苑五
458	NULL	可付明仔日焚浴桶水、	2-501-7	語苑五
459	NULL	若是焚火炭焚浴桶水就火炭真傷重。	2-501-8	語苑五
460	NULL	好、火若有燃、隨時夯出去曝。	2-502-2	語苑五
461	NULL	不可像昨昏曝了續沒記得收	2-502-4	語苑五
462	NULL	日若落山就隨時收入來疊置肚脚。	2-502-5	語苑五
463	NULL	好、此次是得確能記得。	2-502-7	語苑五
464	NULL	第三十八節	2-507	語苑五
465	NULL	唉、水尚未燒是否。	2-507-1	語苑五
466	NULL	燒了、適好燒。	2-507-2	語苑五
467	NULL	若如此、隨時要去洗、	2-507-3	語苑五
468	NULL	所以面桶咯、雪文咯、面斤咯、	2-507-4	語苑五
469	NULL	提置便便咧。	2-507-5	語苑五
470	NULL	有了、攏置在洗浴房的柴仔頂嘮。	2-507-6	語苑五
471	NULL	唉唉、汝是狂是否、	2-508-1	語苑五
472	NULL	此號水要按那落去洗、尚未到微溫燒都無、	2-508-2	語苑五
473	NULL	恰若冷水一樣、	2-508-3	語苑五
474	NULL	著更添火炭。	2-508-4	語苑五
475	NULL	噯、豈有彼冷是否…、	2-508-5	語苑五
476	NULL	我適即手置落去看的時、適好燒…。	2-508-6	語苑五
477	NULL	汝是無與伊撈撈、敢是干乾看頂頭的水燒燒即呌我洗是否。	2-508-8	語苑五
478	NULL	是咧、我此早起真無閑、	2-509-3	語苑五
479	NULL	去買菜返來到處、就被汝趕到要死去、	2-509-4	語苑五
480	NULL	續戆戆即有如此生、	2-509-5	語苑五
481	NULL	實在是真不著、得罪得罪、	2-509-6	語苑五
482	NULL	後次得確較斟酌。	2-509-7	語苑五
483	NULL	原來汝是生狂鬼、見創甚麼攏是此號欵	2-509-8	語苑五
484	NULL	所以即屢屢能做不著的、	2-510-1	語苑五
485	NULL	不管做甚麼事情都免彼呢倉惶、	2-510-2	語苑五
486	NULL	心肝著按定即來做、	2-510-3	語苑五
487	NULL	若如此、較沒失錯今、	2-510-4	語苑五
488	NULL	過身了後的事情、	2-510-5	語苑五
489	NULL	講到怎樣亦是補沒轉、	2-510-6	語苑五
490	NULL	後來著較斟酌即能使得。	2-510-7	語苑五
491	NULL	好好、今我亦能曉得、	2-510-8	語苑五
492	NULL	後來得確較斟酌。	2-511-1	語苑五
493	NULL	我已經知了汝的人款、	2-511-2	語苑五
494	NULL	所以算是較無要緊、	2-511-3	語苑五
495	NULL	不拘別間是無親像如此咯	2-511-4	語苑五
496	NULL	若是有此欵的事情、一下就脫去汝知否。	2-511-5	語苑五
497	NULL	日常會話	3-1	語苑五
498	NULL	破病	3-1	語苑五
499	NULL	我頂日去住在草地的親戚兜、要返來的時、	2003-1-1	語苑五
500	NULL	遇著生真雨沃到[氵昝][氵昝]、續感著風。	2003-1-2	語苑五
501	NULL	歟如此、汝是有在食藥無。	2003-1-3	語苑五
502	NULL	有起頭是食合便的藥、不拘攏沒好、	2003-1-4	語苑五
503	NULL	所以此候是食病院的藥。	2003-1-5	語苑五
504	NULL	您內地藥是藥水與藥粉較多、	2003-1-6	語苑五
505	NULL	不拘阮本地藥是煎的藥較多。	2003-2-1	語苑五
506	NULL	阮本地人起頭是較不敢食您內地的藥、	2003-2-2	語苑五
507	NULL	不拘今各個知影您內地藥是比阮本地藥較有應効、	2003-2-3	語苑五
508	NULL	所以身軀若略略仔不快活、	2003-2-4	語苑五
509	NULL	就各個都要食您內地藥。	2003-2-5	語苑五
510	NULL	您本地醫生、節脈一次幾個錢。	2003-2-6	語苑五
511	NULL	彼無定著、據在人送、我頂次請伊來一次、	2003-2-7	語苑五
512	NULL	包一元的紅包給伊。	2003-2-8	語苑五
513	NULL	您內地醫生、有定著無。	2003-2-9	語苑五
514	NULL	無一定、有個有定著、有個無定著、	2003-2-10	語苑五
515	NULL	親像您本地醫生、隨在人送的亦有。	2003-2-11	語苑五
516	NULL	干乾感著風而已、就較無要緊、	2003-3-1	語苑五
517	NULL	若是變寒熱症就真哮痛咯、汝曾著寒熱症抑不曾。	2003-3-2	語苑五
518	NULL	我過來臺灣已經有七八年、不拘到此候不曾著寒熱症。	2003-3-3	語苑五
519	NULL	彼真好、汝著細膩、不可著寒熱症、	2003-3-5	語苑五
520	NULL	若是一次著彼號症頭就能慣勢、	2003-3-6	語苑五
521	NULL	略略仔寒著亦是隨時變寒熱症。	2003-3-7	語苑五
522	NULL	歟如此是否、我聽人講、著寒熱症就真艱苦、	2003-3-8	語苑五
523	NULL	不知甚欵。	2003-3-9	語苑五
524	NULL	起頭是骨頭真酸、尚能頭殼痛、尚能畏寒、	2003-3-10	語苑五
525	NULL	尚能發熱。	2003-3-11	語苑五
526	NULL	畏寒與發熱是有幾那欵。	2003-4-1	語苑五
527	NULL	有個每日定著的時間、畏寒與發熱。	2003-4-2	語苑五
528	NULL	尚有個是隔一日抑是隔二三日即畏寒與發熱的亦有。	2003-4-3	語苑五
529	NULL	尚有個是干乾發熱而已、攏無畏寒的亦有。	2003-4-5	語苑五
530	NULL	若是著彼號症頭的時候、食甚麼藥較好。	2003-4-7	語苑五
531	NULL	有人講是食幾那丸就連鞭能好、	2003-4-8	語苑五
532	NULL	不拘我想若是著病的時、不管甚麼症頭都給醫生看、	2003-4-9	語苑五
533	NULL	彼個是第一妥當。	2003-4-10	語苑五
534	NULL	彼有影、若是做錯的時候、無可賠補。	2003-4-11	語苑五
535	NULL	財物用語	3-9	語苑五
536	NULL	地押調查	3-9	語苑五
537	NULL	阮的田中央、自本有約畧三坪左右的石埔仔、	2003-9-1	語苑五
538	NULL	到怎樣仔變都沒成田、	2003-9-2	語苑五
539	NULL	真無情理在地圖面猶原是畫做田在得、	2003-9-3	語苑五
540	NULL	彼個亦看此幚與我改咧嘮。	2003-9-4	語苑五
541	NULL	論真、彼絲仔子的土地、隨個仔畫落圖裡亦是無甚麼利益、	2003-9-5	語苑五
542	NULL	反轉加工而已、	2003-9-6	語苑五
543	NULL	實在是無甚大爭差、所以地租規則亦定田岸田崁抑以外零星的地、	2003-9-7	語苑五
544	NULL	計計是畫入母地內、	2003-10-1	語苑五
545	NULL	所以彼跡特工分割來改如此沒使得。	2003-10-2	語苑五
546	NULL	是如此、好得汝、我能曉真多、	2003-10-4	語苑五
547	NULL	像此號調查若是屢屢有、百姓就真福氣嘮、	2003-10-5	語苑五
548	NULL	此號地押調查是幾年即有一次。	2003-10-6	語苑五
549	NULL	地押調查本成是五年一次、	2003-10-7	語苑五
550	NULL	不拘此次變做七年即有一次。	2003-10-8	語苑五
551	NULL	登記用語	3-11	語苑五
552	NULL	保存登記ﾉ受付調查	3-11	語苑五
553	NULL	此張圖是汝畫的是否。	2003-11-1	語苑五
554	NULL	不是、倩代書畫的。	2003-11-2	語苑五
555	NULL	歟如此、彼個代書人有在得無、若有呌伊來、	2003-11-3	語苑五
556	NULL	訂正的所在我即與伊講到詳細、	2003-11-4	語苑五
557	NULL	愛訂正的所在嶄然多。	2003-11-5	語苑五
558	NULL	講此張圖是汝畫的、汝是代書人[口荷]、	2003-11-6	語苑五
559	NULL	若是代書人就登記規則看到詳細即來寫即能使得、	2003-11-7	語苑五
560	NULL	濫糝寫的時候、害著托汝寫的人嗎。	2003-12-1	語苑五
561	NULL	若有沒曉的事情、著問登記官寫即能使得、	2003-12-3	語苑五
562	NULL	若有來問就不管時都教汝。	2003-12-4	語苑五
563	NULL	[口荅]、此張圖不著的所在真多、我講汝聽、	2003-12-5	語苑五
564	NULL	所以汝著聽到詳細、	2003-12-6	語苑五
565	NULL	畫圖的法度是在不動產登記法施行細則第四十三條有定規在得、	2003-12-7	語苑五
566	NULL	在四十三條內有定規的事情、	2003-12-8	語苑五
567	NULL	攏著寫即能使得、今、	2003-12-9	語苑五
568	NULL	不著的所在是建物敷地的座落與地番是有寫、	2003-12-10	語苑五
569	NULL	不拘地目與甲聲是無寫、此位著寫地目與甲聲、	2003-12-11	語苑五
570	NULL	結局在申請書所記載的土地建物的表示照如此寫就是嘮。	3-13-1	語苑五
571	NULL	又雖然有畫厝的形狀、不拘無寫地基的位置、	3-13-3	語苑五
572	NULL	寫位置的法度是否、彼是用線畫土地的形欵、	3-13-4	語苑五
573	NULL	若是四角就畫四角、三角就畫三角、	3-13-5	語苑五
574	NULL	地基的形欵畫好了後	3-13-6	語苑五
575	NULL	彼內面畫落厝的形欵的嘮。	3-13-7	語苑五
576	NULL	區長役場用語	3-14	語苑五
577	NULL	資產及生產調查的問答	3-14	語苑五
578	NULL	汝有錢放借人否。	3-14-1	語苑五
579	NULL	有、二千元在借人。	3-14-2	語苑五
580	NULL	放人銀利抑是放粟利。	3-14-3	語苑五
581	NULL	借人粟利。	3-14-4	語苑五
582	NULL	一個銀借人幾升利。	3-14-5	語苑五
583	NULL	借人舊斗四升二。	3-14-6	語苑五
584	NULL	一年收得若多石。	3-14-7	語苑五
585	NULL	一年收得八十二石。	3-15-1	語苑五
586	NULL	糶得若多錢乎。	3-15-2	語苑五
587	NULL	差不多三百元。	3-15-3	語苑五
588	NULL	我聽見講、一石粟值得四元外銀、	3-15-4	語苑五
589	NULL	汝怎樣糶人彼無價錢。	3-15-5	語苑五
590	NULL	這是講照平常的價在糶、汝講一石粟四元外銀、	3-15-6	語苑五
591	NULL	彼是做風颱大水了後一時的行情而已、	3-15-7	語苑五
592	NULL	不拘此號行情是罕罕得有。	3-15-8	語苑五
593	NULL	尚有別項的出息否。	3-15-9	語苑五
594	NULL	無。	3-15-10	語苑五
595	NULL	汝一年不著剩真多錢乎。	3-15-11	語苑五
596	NULL	何有咧、家內的開費真傷重、不過度所費直而已。	3-16-1	語苑五
597	NULL	中部旅行案內用語	3-16	語苑五
598	NULL	埔里社去集集的路裡、行到三里外路的所在、	3-16-3	語苑五
599	NULL	講號做日月潭、真好光景、不止有出名。	3-16-4	語苑五
600	NULL	日月潭是何貨仔。	3-16-6	語苑五
601	NULL	本地人講號做水社海、像彼大埤的欵、	3-17-1	語苑五
602	NULL	尚有人講水湖。	3-17-2	語苑五
603	NULL	四圍高山、中央有大水湖、濶到二三里不止心適。	3-17-3	語苑五
604	NULL	到集集宿一瞑、天光早早起身、	3-17-5	語苑五
605	NULL	去到濁水庄、差不多有二里外路。	3-17-6	語苑五
606	NULL	到到濁水庄分做二條路、一條去南投街、	3-17-7	語苑五
607	NULL	尚一條去二八水庄的。	3-17-8	語苑五
608	NULL	彼個二條路、攏有輕便車可坐。	3-17-9	語苑五
609	NULL	濁水到南投有三里外、尚南投街到臺中六里外路、	3-17-10	語苑五
610	NULL	攏有輕便車可好坐。	3-17-11	語苑五
611	NULL	去二八水庄依原是三里外路、坐輕便車、	3-18-1	語苑五
612	NULL	較凜二點鐘、就到位。	3-18-3	語苑五
613	NULL	二八水庄有火車頭、號做二八水驛。	3-18-4	語苑五
614	NULL	在彼處坐火車到臺中、二點鐘較加而已。	3-18-5	語苑五
